title,price_idr,city,district,bedrooms,bathrooms,garage,land_size_m2,building_size_m2,status,loc_id,agent_id
Rumah Mewah Tanpa Indant Promo Ratusan Juta Tanpa DP Free Biaya2.anti Banjir.di Bantu Lolos KPR Tanpa Ribet Didampingi Sampai Dapet Kunci Jgc Cakung Jakarta Timur,2070000000.0,jakarta timur,cakung,3.0,3.0,3.0,102.0,112.0,AVAILABLE,loc-201,agent-035
Dijual Rumah Pluit 8X20 3 Lantai,4800000000.0,jakarta utara,penjaringan,5.0,5.0,2.0,160.0,350.0,AVAILABLE,loc-505,agent-046
Rumah Modern Siap Huni Kelapa Gading Jakarta Utara,2800000000.0,jakarta utara,kelapa gading,4.0,2.0,2.0,102.0,180.0,AVAILABLE,loc-502,agent-048
Dijual Rumah Bagus Hook Jalan Lebar Citra Garden 7,3700000000.0,jakarta barat,kalideres,6.0,4.0,2.0,182.0,250.0,AVAILABLE,loc-403,agent-002
Dijual Rumah Jakarta Garden City Cluster La Seine Siap Huni,2700000000.0,jakarta timur,cakung,3.0,2.0,2.0,105.0,86.0,AVAILABLE,loc-201,agent-040
"Rumah Purwodadi Menteng, Jakarta Pusat",8500000000.0,jakarta pusat,menteng,13.0,13.0,2.0,150.0,350.0,AVAILABLE,loc-305,agent-050
Promo Jual Rumah Early Bird Murah 3 Kamar Tidur Citra Homes Jakarta Timur,1700000000.0,jakarta timur,makasar,3.0,2.0,2.0,60.0,75.0,AVAILABLE,loc-207,agent-012
Rumah Minimalis 2 Lntai Lokasi Dekat Tol Tj Priok,865000000.0,jakarta utara,koja,2.0,2.0,2.0,38.0,51.0,AVAILABLE,loc-503,agent-046
"Menteng Luxury Residence - Private, Elite & Prestigious",41000000000.0,jakarta pusat,menteng,4.0,6.0,5.0,512.0,480.0,AVAILABLE,loc-305,agent-022
Rumah Bagus Siap Huni Luas 140 Hadap Selatan di Sunter Mas,3500000000.0,jakarta utara,tanjung priok,5.0,3.0,3.0,140.0,325.0,AVAILABLE,loc-506,agent-044
Brand New Rumah Modern 4 LT Ditengah Kota di Fatmawati Cilandak,4650000000.0,jakarta selatan,cilandak,4.0,3.0,2.0,102.0,250.0,AVAILABLE,loc-101,agent-048
Dijual Rumah Dukuh Patra Kuningan Jakarta Selatan,73000000000.0,jakarta selatan,setiabudi,8.0,6.0,8.0,1845.0,1000.0,AVAILABLE,loc-109,agent-008
Murah! Rumah di Glc 6*18 Cluster Favorit Hadap Utara,2750000000.0,jakarta barat,cengkareng,4.0,3.0,1.0,108.0,100.0,AVAILABLE,loc-401,agent-018
Rumah 3 Lantai Akses Mobil Percetakan Negara,950000000.0,jakarta pusat,cempaka putih,3.0,3.0,1.0,25.0,70.0,SOLD,loc-301,agent-032
Jual Cepat Rumah Muara Karang Blok 5. Cash/Kpr,3950000000.0,jakarta utara,penjaringan,3.0,3.0,2.0,180.0,315.0,AVAILABLE,loc-505,agent-013
Dijual Rumah Full Furnished Dibukit Podomoro,6500000000.0,jakarta timur,duren sawit,5.0,5.0,3.0,105.0,180.0,AVAILABLE,loc-204,agent-042
Dijual Sangat Murah Via Lelang Dibawah Pasar Rumah Mewah Kelapa Gading Lokasi Strategis Komplek Gading Cipta Residen Unit Siap Huni Luas dan Nyaman,3600000000.0,jakarta utara,kelapa gading,4.0,3.0,3.0,273.0,320.0,AVAILABLE,loc-502,agent-032
Rumah Luas Dekat Dengan Kawasan Embassy Di Menteng Jakpus,170000000000.0,jakarta pusat,menteng,5.0,6.0,10.0,1382.0,800.0,AVAILABLE,loc-305,agent-009
"Jual Cepat Rumah Standart Tusuk Sate di Sunter Indah, bisa Nego",4500000000.0,jakarta utara,tanjung priok,5.0,3.0,1.0,200.0,1.0,AVAILABLE,loc-506,agent-017
Rumah 2Lt Siap Huni di Gunung Sahari Jakarta Pusat,3000000000.0,jakarta pusat,kemayoran,5.0,5.0,2.0,166.0,300.0,AVAILABLE,loc-304,agent-048
"Rumah Citra Garden City 8, Malta , ukuran 8x15",4800000000.0,jakarta barat,kalideres,4.0,3.0,3.0,179.0,216.0,AVAILABLE,loc-403,agent-049
Rumah Mewah Baru Private Pool Area Premiun Kemang Jakarta Selatan,12900000000.0,jakarta selatan,mampang prapatan,7.0,7.0,4.0,209.0,450.0,SOLD,loc-105,agent-043
Rumah Bagus Modern Siap Huni di Rawamangun Jakarta Timur,3300000000.0,jakarta timur,pulo gadung,6.0,4.0,2.0,146.0,200.0,SOLD,loc-210,agent-040
Rumah Hook Intercon Kebon Jeruk Jakarta Barat,12500000000.0,jakarta barat,kebon jeruk,4.0,5.0,2.0,500.0,600.0,AVAILABLE,loc-404,agent-046
Dijual Rumah Minimalis 2 Lantai di Kemayoran,2500000000.0,jakarta pusat,kemayoran,4.0,3.0,1.0,120.0,220.0,AVAILABLE,loc-304,agent-044
Dijual Rumah Kuningan Jakarta Selatan,15000000000.0,jakarta selatan,setiabudi,8.0,5.0,4.0,391.0,407.0,AVAILABLE,loc-109,agent-047
Rumah Taman Palem Lestari Siap Huni,3000000000.0,jakarta barat,cengkareng,5.0,3.0,0.0,120.0,180.0,AVAILABLE,loc-401,agent-036
Dijual Cepat Pluit Murni 7X20 Jalan Lega,4500000000.0,jakarta utara,penjaringan,5.0,5.0,3.0,140.0,420.0,SOLD,loc-505,agent-010
Rumah 2.5 lantai jln samudra oxford koja,3400000000.0,jakarta utara,koja,6.0,4.0,2.0,255.0,260.0,AVAILABLE,loc-503,agent-042
Jual Rumah Kelapa Gading,14000000000.0,jakarta utara,kelapa gading,6.0,4.0,7.0,552.0,1311.0,AVAILABLE,loc-502,agent-007
Rumah New 10X17 Hadap Timur @ Muara Karang,9000000000.0,jakarta utara,penjaringan,5.0,4.0,2.0,170.0,350.0,AVAILABLE,loc-505,agent-003
Rmh Siap Huni Rapih Bersih Nyaman,2100000000.0,jakarta utara,penjaringan,3.0,3.0,2.0,80.0,112.0,AVAILABLE,loc-505,agent-014
DIJUAL RUMAH SUPER BAGUS MERUYA FINISHING,2450000000.0,jakarta barat,kembangan,4.0,4.0,0.0,125.0,156.0,AVAILABLE,loc-405,agent-045
"Hot Sale Rumah Bagus Siap Huni, Taman Luas di Cempaka Bintaro Jakarta Selatan",9500000000.0,jakarta selatan,pesanggrahan,5.0,4.0,2.0,867.0,584.0,AVAILABLE,loc-108,agent-023
Rumah Tomang Rapi Siap Huni Strategis Tidak Banjir Dekat Mall,6500000000.0,jakarta barat,grogol petamburan,4.0,3.0,2.0,249.0,159.0,AVAILABLE,loc-402,agent-040
"Rumah Mewah dan Modern di Pondok Indah, Jakarta Selatan",40000000000.0,jakarta selatan,kebayoran lama,11.0,7.0,0.0,590.0,800.0,SOLD,loc-104,agent-044
Rumah Second Terawat Siap Huni Dalam Komplek di Pondok Kelapa,2100000000.0,jakarta timur,duren sawit,4.0,3.0,1.0,90.0,120.0,AVAILABLE,loc-204,agent-030
Rumah Dijual Duri Kepa 3 Lantai Ada Rooftop - LT 45M2 SHM,1600000000.0,jakarta barat,kebon jeruk,2.0,3.0,1.0,45.0,125.0,SOLD,loc-404,agent-042
Rumah Golf Island Semi Furnish,11000000000.0,jakarta utara,penjaringan,4.0,3.0,0.0,260.0,500.0,AVAILABLE,loc-505,agent-012
Dijual Rumah Tinggal+Kantor di Rancho Indah Jakarta Selatan,20000000000.0,jakarta selatan,jagakarsa,4.0,4.0,0.0,1800.0,2105.0,AVAILABLE,loc-102,agent-007
Rumah 2 Lantai 180M2 Grisenda,5000000000.0,jakarta utara,penjaringan,4.0,4.0,2.0,171.0,250.0,AVAILABLE,loc-505,agent-046
Dijual Murah Rumah Mewah Strategis Dekat Senayan Jakarta,7500000000.0,jakarta barat,palmerah,9.0,10.0,4.0,206.0,670.0,AVAILABLE,loc-406,agent-044
"Best Price !! Rumah Keluarga Ideal 2 Lantai Pondok Kelapa, Duren Sawit | LT 209 M² - All In",1800000000.0,jakarta timur,duren sawit,4.0,3.0,2.0,209.0,191.0,AVAILABLE,loc-204,agent-013
Rumah Kemayoran View Golf Double Decker Luas300 Meter,11000000000.0,jakarta pusat,kemayoran,4.0,4.0,4.0,300.0,450.0,AVAILABLE,loc-304,agent-039
Rumah 2 Lantai Dalam Komplek Lokasi Strategis dan Nyaman Bebas Banjir,8000000000.0,jakarta pusat,cempaka putih,10.0,5.0,1.0,490.0,230.0,SOLD,loc-301,agent-035
Dijual Rumah Cempaka Putih Dibawah NJOP,8500000000.0,jakarta pusat,cempaka putih,6.0,4.0,4.0,450.0,310.0,AVAILABLE,loc-301,agent-021
"Rumah 1,5 Lantai Di Ulujami Pesanggrahan Jkt Selatan",1850000000.0,jakarta selatan,pesanggrahan,4.0,2.0,1.0,130.0,180.0,AVAILABLE,loc-108,agent-035
Rumah 2Lt 5X17 85M Type 2Kt Cluster La Seine Jgc Jakarta Garden City Cakung,1400000000.0,jakarta timur,cakung,2.0,2.0,1.0,85.0,60.0,AVAILABLE,loc-201,agent-034
Hunian Nyaman Rumah 3 Lantai Full Furnished Baru Renov di Sunter,4500000000.0,jakarta utara,tanjung priok,4.0,3.0,1.0,95.0,198.0,AVAILABLE,loc-506,agent-031
"Rumah Gandeng 2 Jadi 1 Bagus Shm Luas T 180, Gading Elok Timur",3800000000.0,jakarta utara,kelapa gading,10.0,4.0,6.0,180.0,120.0,SOLD,loc-502,agent-037
Rumah Cantik di Pluit Mas Uk7x21.4 M2 SHM Jakarta Utara,4500000000.0,jakarta utara,penjaringan,3.0,3.0,2.0,150.0,210.0,AVAILABLE,loc-505,agent-012
Dijual Rumah Bagus Murah Siap Huni Di Cilandak Full Furnished Dalam Cluster Strategis Dekat Mrt Fatmawati,2800000000.0,jakarta selatan,cilandak,4.0,4.0,2.0,105.0,183.0,AVAILABLE,loc-101,agent-014
"Dijual / Disewakan Cepat Rumah Villa Permata Gading, Siap Huni Kondisi Bagus",4500000000.0,jakarta utara,kelapa gading,4.0,4.0,1.0,140.0,240.0,AVAILABLE,loc-502,agent-001
Rumah Dalam Cluster Mini Strategis Siap Huni di Pondok Kelapa,1960000000.0,jakarta timur,duren sawit,3.0,3.0,2.0,78.0,100.0,AVAILABLE,loc-204,agent-001
Rumah Bagus 2Lt Siap Huni di Kampung Ambon Kayu Putih Jakarta Timur,3500000000.0,jakarta timur,pulo gadung,4.0,3.0,2.0,165.0,190.0,AVAILABLE,loc-210,agent-020
"Dijual Rumah Siap Huni Hook, LT 274/Lb 400, Utara Timur, Cluster, Bebas Banjir",13500000000.0,jakarta barat,kembangan,5.0,4.0,4.0,274.0,400.0,AVAILABLE,loc-405,agent-012
Dijual Cepat Rumah 3 Lantai di Villa Permata Gading,8500000000.0,jakarta utara,kelapa gading,5.0,5.0,0.0,200.0,400.0,AVAILABLE,loc-502,agent-021
Di Jual Rumah di Cilandak Jakarta Selatan Mewah Siap Huni,12800000000.0,jakarta selatan,cilandak,5.0,4.0,0.0,515.0,400.0,SOLD,loc-101,agent-001
"Jual Rumah Hitung Tanah, di Jl Raya Pejaten Barat",1300000000.0,jakarta selatan,pasar minggu,5.0,3.0,0.0,90.0,90.0,AVAILABLE,loc-107,agent-041
Rumah halaman luas tenang lokasi strategis di Menteng Jakarta Pusat,106000000000.0,jakarta pusat,menteng,6.0,7.0,15.0,2130.0,1000.0,SOLD,loc-305,agent-008
Rumah Strategis di Cisanggiri Senopati Kebayoran Baru Jakarta Selatan,22000000000.0,jakarta selatan,kebayoran baru,6.0,4.0,4.0,366.0,500.0,AVAILABLE,loc-103,agent-033
Dijual Rumah Tua Hitung Tanah Jalan 2mobil Shm Kemayoran,2300000000.0,jakarta pusat,kemayoran,2.0,1.0,0.0,135.0,100.0,AVAILABLE,loc-304,agent-013
"Jual Cepat Rumah Standart Jalan 3 Mobil di Taman Nyiur, Bisa Nego",3900000000.0,jakarta utara,tanjung priok,4.0,2.0,0.0,211.0,1.0,SOLD,loc-506,agent-022
"Rumah di Jl Cilandak Tengah , jakarta selatan",14000000000.0,jakarta selatan,cilandak,5.0,4.0,2.0,590.0,350.0,AVAILABLE,loc-101,agent-007
Rumah Lama Hitung Tanah di Thamrin Hadap Selatan,60000000000.0,jakarta pusat,menteng,1.0,1.0,0.0,694.0,694.0,AVAILABLE,loc-305,agent-035
Dijual Rumah + Kontrakan Cempaka Baru Kemayoran Jakarta Pusat,2000000000.0,jakarta pusat,kemayoran,4.0,2.0,2.0,172.0,112.0,AVAILABLE,loc-304,agent-028
"Rumah 2 Lantai Siap Huni di Citra Garden Puri Cluster Casco, Jakarta Barat",1850000000.0,jakarta barat,kalideres,2.0,2.0,1.0,75.0,65.0,AVAILABLE,loc-403,agent-048
Rumah Hitung Tanah dalam Komplek di Pondok Kelapa Jakarta Timur,6800000000.0,jakarta timur,duren sawit,3.0,3.0,4.0,591.0,350.0,AVAILABLE,loc-204,agent-005
Rumah Murah Dekat Rs Persahabatan Jakarta Timur,925000000.0,jakarta timur,pulo gadung,2.0,2.0,1.0,32.0,53.0,AVAILABLE,loc-210,agent-044
Rumah Asri Adem Bagus Terawat dengan Innercord Dijual Area Menteng Jakarta Pusat,39000000000.0,jakarta pusat,menteng,10.0,8.0,5.0,510.0,650.0,AVAILABLE,loc-305,agent-001
Ana Rumah Baru 3Lt Luas 5X15m Hadap Timur di Jelambar - * Good- Deal !!*,2500000000.0,jakarta barat,grogol petamburan,4.0,5.0,2.0,75.0,158.0,AVAILABLE,loc-402,agent-028
"Harga NJOP. Rumah Mewah Kelapa Gading.jl. Pelepah Kuning Ii Blok Wu 2 No.14, Kelurahan Kelapa Gading Timur, Kecamatan Kelapa Gading, Kota Jakarta Utara",8199999999.999999,jakarta utara,kelapa gading,7.0,6.0,4.0,370.0,600.0,AVAILABLE,loc-502,agent-023
Dijual Rumah Baru di Jln Rukun Setu Cipayung Jakarta Timur,1250000000.0,jakarta timur,cipayung,3.0,2.0,3.0,60.0,66.0,AVAILABLE,loc-202,agent-042
Rumah Baru 3 Lantai 1Milyar Percetakan Negara Jakarta Pusat,1030000000.0,jakarta pusat,johar baru,3.0,3.0,0.0,27.0,81.0,AVAILABLE,loc-303,agent-018
Rumah Dijual Bu di Citra Garden Kalideres Cengkareng Jakarta Barat,1600000000.0,jakarta barat,kalideres,4.0,4.0,3.0,144.0,112.0,AVAILABLE,loc-403,agent-017
Rumah Pluit Minimalis 10x20 Mewah | Hadap Utara,9000000000.0,jakarta utara,penjaringan,4.0,4.0,4.0,200.0,600.0,AVAILABLE,loc-505,agent-041
Dijual Rumah Siap Huni Di Pulomas Kayu Putih Jakarta Timur,6800000000.0,jakarta timur,pulo gadung,6.0,4.0,0.0,241.0,362.0,SOLD,loc-210,agent-028
Rumah Murah Letak Strategis dekat LRT! Siap Huni di Kayu putih,6500000000.0,jakarta timur,pulo gadung,5.0,3.0,1.0,277.0,200.0,SOLD,loc-210,agent-023
Rumah Mewah di Denpasar Karangasem Mega Kuningan,95000000000.0,jakarta selatan,setiabudi,7.0,6.0,0.0,1200.0,1200.0,AVAILABLE,loc-109,agent-045
Rumah Anyar Dlm Komplek Daerah Recomended Cempaka Putih,6200000000.0,jakarta pusat,cempaka putih,5.0,4.0,0.0,150.0,400.0,AVAILABLE,loc-301,agent-042
"Luxurious Brand New House Full Furnished Desain American Classic di Kemang, Jakarta Selatan",38000000000.0,jakarta selatan,mampang prapatan,6.0,6.0,10.0,517.0,760.0,SOLD,loc-105,agent-043
Dijual Rumah Ozone Residence 3 BR Di Bintaro Jakarta Selatan,5000000000.0,jakarta selatan,pesanggrahan,4.0,4.0,2.0,150.0,164.0,AVAILABLE,loc-108,agent-006
Dijual Menteng Rumah Mewah Prime Area,54000000000.0,jakarta pusat,menteng,5.0,3.0,8.0,795.0,1000.0,SOLD,loc-305,agent-044
Rumah Tomang Jakarta Barat - Rumah Dekat Cp & Tol Dalam Kota,6900000000.0,jakarta barat,grogol petamburan,3.0,3.0,1.0,160.0,230.0,AVAILABLE,loc-402,agent-033
"Dijual rumah di Taman Ratu Indah .bagus.wow jarang ada.luas tanah 9 x11 MTR,",2800000000.0,jakarta barat,kebon jeruk,4.0,3.0,2.0,99.0,177.0,AVAILABLE,loc-404,agent-022
"Turun Harga! Mayang Permai 9,4X16 Bangunan Kontraktor 3,5 Lantai",7600000000.0,jakarta utara,penjaringan,6.0,6.0,2.0,150.0,325.0,AVAILABLE,loc-505,agent-023
Rumah Lahan Luas Lokasi Premium di Pejaten Barat Harga NJOP,26300000000.0,jakarta selatan,pasar minggu,9.0,7.0,13.0,1920.0,500.0,AVAILABLE,loc-107,agent-012
Dijual Rumah Mewah di Cempaka Putih Dekat Yarsi,2380000000.0,jakarta timur,pulo gadung,3.0,3.0,2.0,53.0,78.0,AVAILABLE,loc-210,agent-035
Jual Rumah Cantik Hoek Gading Park View Kelapa Gading Jakut,9800000000.0,jakarta utara,kelapa gading,5.0,3.0,3.0,258.0,230.0,SOLD,loc-502,agent-030
"Gunung Sahari. Jual cepat, rumah tua hitung tanah saja. Cocok untuk kos.",2300000000.0,jakarta pusat,kemayoran,2.0,1.0,0.0,244.0,200.0,AVAILABLE,loc-304,agent-031
Dijual Rumah Bagus Di Cempaka Putih Tengah,9500000000.0,jakarta pusat,cempaka putih,6.0,4.0,4.0,400.0,460.0,AVAILABLE,loc-301,agent-012
Beli Rumah Dapat Gambar Desain,9800000000.0,jakarta timur,pulo gadung,5.0,3.0,4.0,583.0,350.0,AVAILABLE,loc-210,agent-003
"Di Bawah Harga Pasar, Rumah Cantik 2 Lantai di Tebet Jakarta Selatan, Bergaya Klasik, Asri, Bagus Terawat, Istimewa, Siap Huni, SHM, Mudah Akses",2350000000.0,jakarta selatan,tebet,4.0,2.0,1.0,126.0,160.0,AVAILABLE,loc-110,agent-025
Rumah Sunter Hadap Timur,2800000000.0,jakarta utara,tanjung priok,5.0,3.0,0.0,144.0,230.0,SOLD,loc-506,agent-030
"Dijual Cepat Rumah Murah di Setia Budi Jakarta Selatan, Posisi Hoek Luas Lokasi Premium",25000000000.0,jakarta selatan,setiabudi,6.0,3.0,3.0,460.0,300.0,AVAILABLE,loc-109,agent-020
Good Deal! Rumah Cantik Full Furnished 10X20 di Concerto Beach Golf Island Pik,8500000000.0,jakarta utara,penjaringan,3.0,3.0,0.0,200.0,200.0,AVAILABLE,loc-505,agent-015
"Hitung Tanah Di Puri Media, Hadap Timur",3500000000.0,jakarta barat,kembangan,4.0,3.0,0.0,135.0,180.0,AVAILABLE,loc-405,agent-041
Rumah Hook 2 Lantai Bagus SHM di Cipinang Elok Jakarta Timur,5750000000.0,jakarta timur,pulo gadung,5.0,3.0,5.0,278.0,340.0,AVAILABLE,loc-210,agent-027
"Rumah Murah Cluster South Thames di Jakarta Garden City Dekat Tol Cakung, 3+1 KT, Harga 1,55 M Nego",1550000000.0,jakarta timur,cakung,4.0,3.0,2.0,90.0,63.0,SOLD,loc-201,agent-043
Rumah Cideng Jl Cikande Jakarta Pusat Termurah Lelang Bank,6800000000.0,jakarta pusat,gambir,1.0,3.0,0.0,372.0,250.0,AVAILABLE,loc-302,agent-010
Rumah Minimalis Modern Siap Huni & Bebas Banjir Mandala - Tomang,4900000000.0,jakarta barat,grogol petamburan,5.0,6.0,2.0,137.0,231.0,AVAILABLE,loc-402,agent-012
"Dijual Rumah Bagus Di Cimalaya, Cideng, Jakarta Pusat",8000000000.0,jakarta pusat,gambir,4.0,3.0,4.0,250.0,500.0,SOLD,loc-302,agent-047
Rumah 2 Lantai Taman Permata Buana Hadap Selatan - LT 144M2,4200000000.0,jakarta barat,kembangan,4.0,3.0,3.0,144.0,150.0,AVAILABLE,loc-405,agent-019
Rumah Brand New 2 Lantai Start 900Jt-An Neora @Metland Menteng Cakung,900000000.0,jakarta timur,cakung,2.0,2.0,0.0,55.0,54.0,AVAILABLE,loc-201,agent-002
Rumah Sunter Agung 180M,4500000000.0,jakarta utara,tanjung priok,2.0,2.0,1.0,180.0,160.0,AVAILABLE,loc-506,agent-008
Rumah Hoek Mewah di Kelapa Gading Jakarta Utara,15000000000.0,jakarta utara,kelapa gading,6.0,4.0,5.0,552.0,1311.0,AVAILABLE,loc-502,agent-003
"Ana Rumah Di Kav Polri Luas 14x16m 1.5lt Jarang Ada, Semifurnish Lokasi Bagus Jelambar - * Good- Deal !!*",4900000000.0,jakarta barat,grogol petamburan,6.0,4.0,6.0,224.0,318.0,AVAILABLE,loc-402,agent-016
Rumah Bagus 2 Lantai Di Duren Sawit Jakarta Timur Bisa Kpr,2500000000.0,jakarta timur,duren sawit,4.0,4.0,3.0,100.0,150.0,AVAILABLE,loc-204,agent-016
"Rumah Muara Karang, 6X15mtr Layak Huni",2700000000.0,jakarta utara,penjaringan,2.0,2.0,1.0,90.0,120.0,AVAILABLE,loc-505,agent-028
Dijual Brand New Town House Cempaka Putih,1750000000.0,jakarta pusat,cempaka putih,4.0,3.0,1.0,60.0,100.0,AVAILABLE,loc-301,agent-004
"Rumah Luas di Tebet Raya Cocok untuk Kantor, Tempat Usaha, Lokasi Sangat Strategis",25000000000.0,jakarta selatan,tebet,5.0,3.0,0.0,569.0,352.0,AVAILABLE,loc-110,agent-028
"Jual Murah,,,,,,Rumah Baru Minimalis ,,,,,,,,,,3 Lantai ,7 Kamar ,Bebas Banjir, Jalan Lebar ,Di Janur Elok Kelapa Gading",5700000000.0,jakarta utara,kelapa gading,8.0,5.0,4.0,153.0,459.0,AVAILABLE,loc-502,agent-016
Jual Rumah Baru Sunter 4+1 KT Kamar,7000000000.0,jakarta utara,tanjung priok,4.0,5.0,3.0,150.0,354.0,AVAILABLE,loc-506,agent-001
Rumah Minimalis Siap Huni Taman Modern Cakung Jaktim,2100000000.0,jakarta timur,cakung,4.0,3.0,2.0,162.0,200.0,AVAILABLE,loc-201,agent-040
"Rumah Lokasi Terbaik Cipete Jakarta Selatan,dekat Mrt Stasiun, Hanya Hitung Harga Tanah Investasi Menguntungkan Rumah Butuh Minim Renovasi di Jl. Gaharu IV No. 1, Cilandak Barat, Cilandak, Kota Jakarta Selatan, DKI Jakarta, Indonesia, 12430, Cilandak SHM",22500000000.0,jakarta selatan,cilandak,5.0,6.0,0.0,912.0,450.0,AVAILABLE,loc-101,agent-014
Rumah Hoky.krekot Kartini.jakarta Pusat,6500000000.0,jakarta pusat,sawah besar,4.0,4.0,3.0,182.0,500.0,SOLD,loc-306,agent-012
Dijual Rumah Hoek Luas Dgn Lantai Marmer di Janur Elok @7.5M,7100000000.0,jakarta utara,kelapa gading,4.0,3.0,3.0,306.0,570.0,AVAILABLE,loc-502,agent-013
Rumah Karang Anyar Jalan A .Pingir Jalan Raya. 3 Lantai,3300000000.0,jakarta pusat,sawah besar,6.0,4.0,2.0,86.0,240.0,AVAILABLE,loc-306,agent-013
GUEST HOUSE EXCLUSIVE DI KEBAYORAN BARU LT 1784m2 4 LANTAI 26 KAMAR Rp 125M,125000000000.0,jakarta selatan,kebayoran baru,31.0,31.0,22.0,1784.0,5900.0,SOLD,loc-103,agent-045
Jual Rumah Siap Huni Di Kawasan Elite Kemang,9000000000.0,jakarta selatan,mampang prapatan,4.0,3.0,5.0,420.0,500.0,AVAILABLE,loc-105,agent-028
Murah! Rumah Baru Siap Huni di Cilandak Kko Aman dan Private Rumah Bagus SHM di Cilandak,18500000000.0,jakarta selatan,cilandak,9.0,8.0,10.0,780.0,600.0,AVAILABLE,loc-101,agent-037
"Hitung Tanah! Rumah di Benhil 137 m2, Dekat SCBD dan Gatot Subroto, Bebas Banjir",4600000000.0,jakarta pusat,tanah abang,3.0,2.0,1.0,137.0,100.0,SOLD,loc-308,agent-029
"Dijual Cepat Rumah Pondok Indah , Jakarta Selatan",14500000000.0,jakarta selatan,kebayoran lama,5.0,4.0,0.0,348.0,200.0,AVAILABLE,loc-104,agent-007
Rumah Middle Up Siap Huni di Riviera Metland Puri,3700000000.0,jakarta barat,cengkareng,3.0,3.0,2.0,120.0,135.0,AVAILABLE,loc-401,agent-030
Rumah Malabar Turun Harga Hrs Terjual Bulan Ini,8500000000.0,jakarta selatan,setiabudi,5.0,6.0,0.0,280.0,500.0,AVAILABLE,loc-109,agent-049
"Rumah Mewah Luas 520 M² di Prime Area Menteng, Bentuk Tanah Kotak, Lokasi Dekat Rumah Dinas Wapres Ri",37000000000.0,jakarta pusat,menteng,6.0,5.0,0.0,520.0,470.0,AVAILABLE,loc-305,agent-046
Dijual rumah mewah pantai indah kapuk cluster elite,45500000000.0,jakarta utara,penjaringan,5.0,8.0,0.0,630.0,1300.0,AVAILABLE,loc-505,agent-019
Tinggal Nyaman di Lokasi Premium Cempaka Putih Timur-Akses Mudah,1470000000.0,jakarta pusat,cempaka putih,3.0,3.0,2.0,42.0,72.0,AVAILABLE,loc-301,agent-022
Rumah Cantik Siap Huni Berbentuk Kotak Di Salemba Jakarta Pusat,13000000000.0,jakarta pusat,senen,7.0,3.0,3.0,387.0,387.0,AVAILABLE,loc-307,agent-011
Dijual Rumah Baru 2 Lt Di Walikota Kelapa Gading Jakarta Utara,1870000000.0,jakarta utara,kelapa gading,3.0,3.0,1.0,54.0,65.0,AVAILABLE,loc-502,agent-022
Rumah Baru Hadap Selatan Minimalis di Kayu Putih Jakarta Timur,4050000000.0,jakarta timur,pulo gadung,8.0,2.0,0.0,130.0,220.0,AVAILABLE,loc-210,agent-020
"Dijual Cepat Alam Segar Pondok Indah Harga Murah Semi Furnished Bagus, Rumah Pondok Indah",11000000000.0,jakarta selatan,kebayoran lama,7.0,7.0,0.0,260.0,310.0,AVAILABLE,loc-104,agent-046
"Rumah Mewah Puri Kembangan 3,5Lt 10,5X20 Semi Furnish Sudah Renov",11000000000.0,jakarta barat,kembangan,5.0,4.0,2.0,210.0,470.0,AVAILABLE,loc-405,agent-025
"DIJUAL RUMAH di Jl BRAWIJAYA RAYA, KEBAYORAN BARU, JAKSEL",45000000000.0,jakarta selatan,kebayoran baru,5.0,4.0,0.0,325.0,500.0,SOLD,loc-103,agent-044
Rumah Mewah Menteng 753M SHM Pool 58M Nego,58000000000.0,jakarta pusat,menteng,3.0,4.0,7.0,753.0,520.0,AVAILABLE,loc-305,agent-047
Rumah Klasik N Mewah Cempaka Putih,13800000000.0,jakarta pusat,cempaka putih,5.0,5.0,2.0,360.0,900.0,AVAILABLE,loc-301,agent-013
Rumah Tinggal Area Dharmawangsa Square,45000000000.0,jakarta selatan,kebayoran baru,5.0,4.0,7.0,984.0,400.0,AVAILABLE,loc-103,agent-011
Dijual Rumah Di Jalan Raya Kemanggisan Cocok Untuk Usaha Dan Hunian,19000000000.0,jakarta barat,palmerah,4.0,4.0,2.0,649.0,300.0,AVAILABLE,loc-406,agent-026
Dijual Rumah Brand New Dlm Cluster Klp Gading 3Lt 2.7M,2700000000.0,jakarta utara,kelapa gading,4.0,5.0,1.0,74.0,155.0,AVAILABLE,loc-502,agent-012
Rumah Jual Cepat di Muara Karang 8X15 Dekat Pasar,3500000000.0,jakarta utara,penjaringan,4.0,4.0,1.0,120.0,250.0,AVAILABLE,loc-505,agent-007
Dijual Rumah Siap Huni di Permata Buana Jakarta Barat,8500000000.0,jakarta barat,kembangan,5.0,4.0,2.0,230.0,210.0,AVAILABLE,loc-405,agent-047
Rumah Mewah di Lokasi.strategis Lingkungan Nyaman di Cempaka.putih Jakarta Pusat,1400000000.0,jakarta pusat,cempaka putih,4.0,4.0,1.0,42.0,77.0,SOLD,loc-301,agent-010
"Hot Sale Cepat! Jarang Ada Rumah Siap Huni di Pesanggrahan Jakarta Selatan, Harga Nego",2900000000.0,jakarta selatan,pesanggrahan,6.0,5.0,2.0,228.0,362.0,SOLD,loc-108,agent-018
Dijual Rumah Akses 2 Mobil,4200000000.0,jakarta selatan,tebet,5.0,3.0,2.0,133.0,200.0,SOLD,loc-110,agent-034
