title,price_idr,city,district,bedrooms,bathrooms,garage,land_size_m2,building_size_m2,status,loc_id,agent_id
Dijual Rumah Secondary 2 Lantai Dalam Cluster,1150000000.0,jakarta timur,kramat jati,3.0,3.0,1.0,57.0,100.0,AVAILABLE,loc-206,agent-007
Dijual Rumah 2 Lantai 6x14 Di Sunter,2400000000.0,jakarta utara,tanjung priok,3.0,2.0,2.0,84.0,150.0,SOLD,loc-506,agent-027
Jual Cepat Rumah Harga di Bawah NJOP di Johor Baru Jakarta Pusat,8900000000.0,jakarta pusat,johar baru,7.0,4.0,8.0,883.0,880.0,SOLD,loc-303,agent-034
"Dijual Bu Cluster Thames Kondisi Kosongan, Jakarta Garden City 030",1900000000.0,jakarta timur,cakung,4.0,3.0,2.0,120.0,90.0,AVAILABLE,loc-201,agent-021
"Lokasi Prima, Akses Mudah dan Strategis Dikelilingi Fasilitas2",32000000000.0,jakarta selatan,kebayoran lama,6.0,5.0,4.0,603.0,576.0,SOLD,loc-104,agent-024
Rumah 2 Lantai Siap Huni Dalam Komplek Petukangan Pesanggrahan Jakarta Selatan,2000000000.0,jakarta selatan,pesanggrahan,4.0,3.0,1.0,169.0,300.0,AVAILABLE,loc-108,agent-048
An 23Dijual Rumah Cepat Green Lake City Australia,2700000000.0,jakarta barat,cengkareng,4.0,3.0,0.0,90.0,110.0,AVAILABLE,loc-401,agent-012
Rumah huk 2.5lt lebar 20m siàp huni,19000000000.0,jakarta timur,pulo gadung,7.0,5.0,2.0,535.0,600.0,AVAILABLE,loc-210,agent-012
Rumah Skena di Jagakarsa Kalcer Bossku,2950000000.0,jakarta selatan,pasar minggu,4.0,5.0,0.0,142.0,200.0,SOLD,loc-107,agent-023
"Rumah, 1 Lantai, SHM, di Pluit,",8500000000.0,jakarta utara,penjaringan,4.0,2.0,0.0,350.0,200.0,AVAILABLE,loc-505,agent-023
Di Jual Rumah Komplek Pondok Kelapa Jakarta Timur,1100000000.0,jakarta timur,duren sawit,3.0,1.0,1.0,90.0,80.0,AVAILABLE,loc-204,agent-047
Rumah Lama Dibawah Harga Pasaran Hitung Tanah Dalam Komplek di Rawamangun Jaktim,2200000000.0,jakarta timur,pulo gadung,4.0,3.0,2.0,143.0,180.0,AVAILABLE,loc-210,agent-035
Bagus Rumah 3 Lantai 8X17 Hadap Utara Vila Permata Gading,4300000000.0,jakarta utara,kelapa gading,4.0,4.0,2.0,136.0,250.0,AVAILABLE,loc-502,agent-004
Rumah Lama Asri Dekat Sudirman Hitung Tanah di Kebayoran Baru Jakarta Selatan SHM,9800000000.0,jakarta selatan,kebayoran baru,2.0,2.0,2.0,274.0,150.0,AVAILABLE,loc-103,agent-020
Jual Rumah Sunter 4+1 Kamar Hadap Utara Dekat Kelapa Gading Kemayoran Murah,5500000000.0,jakarta utara,tanjung priok,4.0,3.0,2.0,180.0,220.0,AVAILABLE,loc-506,agent-014
Rumah Premium 2 Lantai di Area Strategis Jaktim,1900000000.0,jakarta timur,duren sawit,3.0,2.0,2.0,70.0,98.0,AVAILABLE,loc-204,agent-011
Dijual Rumah Lokasi Strategis Cocok untuk Kos2an atau Tempat Tinggal di Rawamangun Jakarta Timur,4000000000.0,jakarta timur,pulo gadung,6.0,4.0,2.0,160.0,154.0,AVAILABLE,loc-210,agent-016
Rumah Dalam.cluster.dekat Kramat.jati,850000000.0,jakarta timur,kramat jati,2.0,1.0,1.0,58.0,37.0,SOLD,loc-206,agent-047
Rumah Mewah Murah Cempaka Putih 5 Menit Mitra 10 Jakarta Pusat,2530000000.0,jakarta pusat,cempaka putih,3.0,3.0,2.0,54.0,78.0,AVAILABLE,loc-301,agent-013
Rumah 2 Lantai di Johar Baru Jakarta Pusat,11000000000.0,jakarta pusat,johar baru,10.0,5.0,6.0,618.0,883.0,AVAILABLE,loc-303,agent-013
Rumah Citra Garden Puri Siap Huni Dekat Ke Green Lake Jakbar,1700000000.0,jakarta barat,cengkareng,3.0,2.0,2.0,60.0,63.0,AVAILABLE,loc-401,agent-038
"Di Paradise,Dijual Murah Rumah 1,5 Lantai",3500000000.0,jakarta utara,tanjung priok,4.0,2.0,2.0,180.0,200.0,AVAILABLE,loc-506,agent-044
"RUMAH MEWAH FULL FURNISHED at Jl ALAM PERMAI, PONDOK INDAH",8000000000.0,jakarta selatan,kebayoran lama,5.0,4.0,0.0,128.0,250.0,SOLD,loc-104,agent-004
Rumah Dijual Cempaka Putih Lokasi Asri Dijual Rumah Jakarta Pusat Cempaka Putih.,6250000000.0,jakarta pusat,cempaka putih,10.0,7.0,3.0,305.0,400.0,AVAILABLE,loc-301,agent-005
"Rumah Pik Bangunan Kontraktor 3 Lantai, Furnished Siap Huni",9800000000.0,jakarta utara,penjaringan,6.0,6.0,2.0,201.0,475.0,AVAILABLE,loc-505,agent-042
Rumah 1 1/2 Lantai Di Taman Kencana Cengkareng Jkt Barat,1500000000.0,jakarta barat,cengkareng,3.0,3.0,1.0,120.0,131.0,AVAILABLE,loc-401,agent-045
Dijual Rumah Brand New di Pulo Asem Lt 90 @3.4M,3400000000.0,jakarta timur,pulo gadung,5.0,3.0,2.0,90.0,195.0,AVAILABLE,loc-210,agent-019
Rumahsiap Huni di Komplek Sandang Duren Sawit Jakarta Timur,3500000000.0,jakarta timur,duren sawit,5.0,6.0,2.0,270.0,450.0,AVAILABLE,loc-204,agent-032
Rumah Sunter Dijual Harga NJOP,7500000000.0,jakarta utara,tanjung priok,5.0,4.0,3.0,313.0,456.0,AVAILABLE,loc-506,agent-048
Rumah Belakang Mall Citos / Jl Tb Simatupang / Tol Cocok untuk Rmh atau Kantor Dkt Tb Simatupang / Mall Citos / Tol Luas 200M untuk Rumah / Office,6000000000.0,jakarta selatan,cilandak,5.0,2.0,3.0,200.0,300.0,AVAILABLE,loc-101,agent-008
Rumah hitung tanah di permata hijau Jaksel lokasi terbaik shm,54000000000.0,jakarta selatan,kebayoran lama,8.0,10.0,10.0,1200.0,1000.0,AVAILABLE,loc-104,agent-023
Rumah Modern Minimalis Ada Rooftop di Jakarta Barat,3600000000.0,jakarta barat,cengkareng,4.0,4.0,2.0,120.0,270.0,SOLD,loc-401,agent-004
Rumah Hitung Tanah 262Mtr Cempaka Putih Timur,4700000000.0,jakarta pusat,cempaka putih,1.0,1.0,1.0,262.0,1.0,AVAILABLE,loc-301,agent-022
Rumah Murah Jelambar 3.5 Lantai Strategis,1850000000.0,jakarta barat,grogol petamburan,3.0,3.0,1.0,60.0,180.0,AVAILABLE,loc-402,agent-047
Dijual Rumah Modern Siap Huni Cempaka Putih,5750000000.0,jakarta pusat,cempaka putih,6.0,5.0,0.0,202.0,325.0,AVAILABLE,loc-301,agent-009
Rumah Hoek 2 Lantai Taman Permata Buana Luas Tanah 294m2,7300000000.0,jakarta barat,kembangan,4.0,4.0,3.0,294.0,300.0,AVAILABLE,loc-405,agent-033
Rumah Komersil Ex Resto bisa Cafe Resto Bank Klinik Dekat NJOP,40000000000.0,jakarta pusat,menteng,3.0,9.0,20.0,898.0,538.0,SOLD,loc-305,agent-037
Rumah Durikepa 2 LT High Ceiling,1550000000.0,jakarta barat,kebon jeruk,4.0,2.0,1.0,90.0,100.0,AVAILABLE,loc-404,agent-027
Rumah 3 Lantai Di Kalideres Plus Workshop,5200000000.0,jakarta barat,kalideres,6.0,5.0,4.0,389.0,520.0,AVAILABLE,loc-403,agent-049
Rumah Mewah di Bumi Karang Indah di Lebak Bulus,6350000.0,jakarta selatan,cilandak,9.0,9.0,6.0,400.0,560.0,AVAILABLE,loc-101,agent-006
Rumah Estetik Luas 1000M Dkt Tabebuya Park di Jl M Khafi Jaksel,13500000000.0,jakarta selatan,jagakarsa,5.0,5.0,4.0,1000.0,250.0,AVAILABLE,loc-102,agent-043
"Rumah 1,5 Lantai di Citra 3 Ext Jkt Barat",1800000000.0,jakarta barat,kalideres,4.0,2.0,2.0,90.0,140.0,AVAILABLE,loc-403,agent-049
Dijual Rumah Siap Huni American Classic Style,58000000000.0,jakarta pusat,menteng,6.0,4.0,8.0,753.0,550.0,AVAILABLE,loc-305,agent-032
Private Townhouse Indent 10 Menit ke Menteng,1200000000.0,jakarta pusat,menteng,3.0,3.0,1.0,35.0,95.0,AVAILABLE,loc-305,agent-002
dijual rumah gede di Puri Gardena full furnished,7500000000.0,jakarta barat,kalideres,6.0,6.0,2.0,275.0,700.0,AVAILABLE,loc-403,agent-031
Rumah Bagus Siap Huni 2 Lantai Kokoh Dalm Komplek di Pondok Klapa,3500000000.0,jakarta timur,duren sawit,6.0,5.0,2.0,184.0,220.0,AVAILABLE,loc-204,agent-003
Murah !! Dijual Rumah 2 Lantai di Gambir Jakarta Pusat Pinggir Jalan Raya,5500000000.0,jakarta pusat,gambir,4.0,3.0,2.0,162.0,272.0,AVAILABLE,loc-302,agent-037
"Rumah Bagus di Jl Puspita Raya, Bintaro Jakarta Selatan",7900000000.0,jakarta selatan,pesanggrahan,6.0,4.0,0.0,376.0,400.0,SOLD,loc-108,agent-040
Rumah Baru... 410M2. Duren Sawit. Jak Tim,12000000000.0,jakarta timur,duren sawit,5.0,6.0,3.0,410.0,400.0,SOLD,loc-204,agent-035
"Rumah siap huni puri Indah Hoek di Jalan boulevard dekat ke mall, rumah sakit & tol",26000000000.0,jakarta barat,kembangan,4.0,4.0,0.0,752.0,600.0,SOLD,loc-405,agent-021
Rumah Tua Di Menteng Jarang Ada Daerah Tenang,52000000000.0,jakarta pusat,menteng,4.0,3.0,0.0,664.0,300.0,SOLD,loc-305,agent-015
For Sale Rumah Premium Jakarta 2 Lantai Dekat Akses Mall dan Tol,1900000000.0,jakarta timur,duren sawit,3.0,2.0,2.0,70.0,98.0,AVAILABLE,loc-204,agent-035
4.4M Senen Jakpus Rumah Hoek 1Lantai Utara_timur,4400000000.0,jakarta pusat,senen,7.0,3.0,3.0,250.0,190.0,AVAILABLE,loc-307,agent-018
Dijual Rumah Modern Siap Huni Lokasi Strategis di Bintaro 9,3450000000.0,jakarta selatan,pesanggrahan,5.0,4.0,2.0,120.0,150.0,AVAILABLE,loc-108,agent-003
Rumah Full Furnished 10X25 Harga Miring! Tinggal Bawa Koper Best Deal !,11300000000.0,jakarta utara,penjaringan,4.0,4.0,3.0,250.0,375.0,AVAILABLE,loc-505,agent-019
Murah.rumah Dicluster Denver Pik2 8X10m,2900000000.0,jakarta utara,penjaringan,2.0,3.0,1.0,80.0,82.0,AVAILABLE,loc-505,agent-040
Menteng Rumah Siap Huni di Lokasi Mentereng,65000000000.0,jakarta pusat,menteng,5.0,4.0,4.0,575.0,370.0,AVAILABLE,loc-305,agent-036
"Rumah luxury, barang langka",11000000000.0,jakarta barat,kembangan,6.0,5.0,3.0,200.0,550.0,AVAILABLE,loc-405,agent-025
Rumah Uk 4 X 12 di Cluster East Asia Green Lake City,1300000000.0,jakarta barat,cengkareng,2.0,2.0,0.0,48.0,87.0,AVAILABLE,loc-401,agent-028
Dijual Rmh 2 LT Baru Interkon,4980000000.0,jakarta barat,kembangan,4.0,5.0,2.0,144.0,250.0,AVAILABLE,loc-405,agent-015
"Brand New, 8X15 3Lt Malta Citra 8 Jakbar SHM, bisa KPR, Ready",4700000000.0,jakarta barat,kalideres,5.0,4.0,2.0,120.0,196.0,AVAILABLE,loc-403,agent-012
Rumah Bagus Fully Furnished 3 Lantai di Taman Sari Jkt Barat,6000000000.0,jakarta barat,taman sari,4.0,3.0,2.0,230.0,230.0,AVAILABLE,loc-407,agent-047
Rumah Second Mewah Dijual Cepat Strategis Cibubur Jaktim,3300000000.0,jakarta timur,ciracas,5.0,3.0,1.0,673.0,400.0,AVAILABLE,loc-203,agent-037
Dijual Rumah Hitung Tanah di Janur Kelapa Gading,5500000000.0,jakarta utara,kelapa gading,4.0,4.0,1.0,240.0,240.0,AVAILABLE,loc-502,agent-045
Rumah Tua Area Komersil Jalan Kartini Pasar Baru Jakarta Pusat,8300000000.000001,jakarta pusat,sawah besar,4.0,3.0,1.0,367.0,300.0,AVAILABLE,loc-306,agent-031
Cideng Barat Rumah Bagus Siap Huni di Pusat Kota,9500000000.0,jakarta pusat,gambir,5.0,6.0,1.0,286.0,500.0,AVAILABLE,loc-302,agent-050
Buaran Indah Rumah Asri dan Strategis,3000000000.0,jakarta timur,duren sawit,4.0,3.0,2.0,170.0,250.0,SOLD,loc-204,agent-016
Di Jual Rumah2 Lantai Dekat Tolpisangan Baru Jakarta Timur,940000000.0,jakarta timur,matraman,2.0,2.0,2.0,32.0,56.0,AVAILABLE,loc-208,agent-020
Rumah Cantik Kramat Jaya Johar Baru,2490000000.0,jakarta pusat,senen,5.0,4.0,1.0,150.0,229.0,AVAILABLE,loc-307,agent-033
Rumah Green Lake City Cluster Amerika Latin Sudah Renov 6 X 18,3000000000.0,jakarta barat,cengkareng,4.0,4.0,2.0,108.0,160.0,AVAILABLE,loc-401,agent-030
Rumah Baru Siaphuni Jakarta Pusat 3 Lantai Pinggir Jalan Sisa 1,2500000000.0,jakarta pusat,menteng,4.0,4.0,2.0,60.0,135.0,AVAILABLE,loc-305,agent-039
Rumah Area Pejaten Model Vintage di Jual dengan Harga NJOP,20000000000.0,jakarta selatan,pasar minggu,7.0,5.0,7.0,1070.0,400.0,SOLD,loc-107,agent-020
"Dijual Rumah 2 Lantai di Taman Semanan Indah - SHM, Siap Huni, Harga Nego!",2400000000.0,jakarta barat,kalideres,3.0,2.0,1.0,144.0,240.0,SOLD,loc-403,agent-046
Rumah Mewah Katamaran Indah Pik 412M2 4 Lantai Pik Pantai Indah Kapuk,21000000000.0,jakarta utara,penjaringan,8.0,8.0,0.0,412.0,1200.0,SOLD,loc-505,agent-020
Bisa KPR Rumah On Progres 2 Lantai Cempaka Putih,1850000000.0,jakarta pusat,cempaka putih,3.0,3.0,1.0,70.0,100.0,AVAILABLE,loc-301,agent-038
Dijual Rumah Design.bagus Di Jl. Adhyaksa Lebak Bulus,13000000000.0,jakarta selatan,cilandak,6.0,6.0,11.0,609.0,1264.0,SOLD,loc-101,agent-003
Rumah Murah Dekat Green Lake City Tangerang Kota,600000000.0,jakarta barat,cengkareng,4.0,2.0,1.0,60.0,90.0,AVAILABLE,loc-401,agent-025
Dijual Rumah di Pejaten Barat One Gate System,4600000000.0,jakarta selatan,pasar minggu,4.0,4.0,4.0,138.0,220.0,AVAILABLE,loc-107,agent-047
Rumah Hook Asri Keren Elegan Dijual di Sunter Jakarta Utara,6300000000.0,jakarta utara,tanjung priok,5.0,4.0,2.0,217.0,270.0,SOLD,loc-506,agent-035
Rumah Nyaman Tenang 3 Kamar di Lagura Cempaka Putih Jakpus,1650000000.0,jakarta pusat,cempaka putih,3.0,3.0,2.0,63.0,82.0,AVAILABLE,loc-301,agent-026
Rumah Hook Hitung Tanah Dijual Taman Meruya Ilir - Luas 255M2,3830000000.0,jakarta barat,kembangan,4.0,3.0,2.0,255.0,125.0,AVAILABLE,loc-405,agent-008
New Pik Modern Classic | 10X25 | Garden | Dekat Sekolah Penabur,10500000000.0,jakarta utara,penjaringan,5.0,5.0,2.0,250.0,400.0,SOLD,loc-505,agent-017
Dijual Rumah Baru Renov di Puspa Gading Lebar 8 @3.7M,3700000000.0,jakarta utara,kelapa gading,4.0,2.0,2.0,144.0,220.0,AVAILABLE,loc-502,agent-019
Dijual Rumah Mewah Brand New American Classic With Private Pool - Billymoon,7700000000.0,jakarta timur,duren sawit,6.0,4.0,3.0,176.0,317.0,AVAILABLE,loc-204,agent-048
Chandra Rumah Ukuran 5X20m Hadap Selatan di Jelambar,1900000000.0,jakarta barat,grogol petamburan,2.0,2.0,0.0,100.0,150.0,AVAILABLE,loc-402,agent-042
Jual Rumah di Perum. Bukit Pratama Lebak Bulus Jakarta Selatan,6070000000.0,jakarta selatan,cilandak,6.0,4.0,2.0,600.0,500.0,AVAILABLE,loc-101,agent-026
Brand New American Clasic Siap Huni dengan Private Pool di Fatmawati Cilandak Jaksel,13300000000.0,jakarta selatan,cilandak,4.0,4.0,4.0,515.0,400.0,AVAILABLE,loc-101,agent-031
Jual Hunian Mewah Bagus Luas Harga Terjangkau di Jaktim Lokasi Strategis,5400000000.0,jakarta timur,cipayung,5.0,5.0,4.0,105.0,180.0,AVAILABLE,loc-202,agent-025
Dijual Rumah Puri Botanical Residence Kembangan Jakarta Barat Bagus Rapi Siap Huni Lokasi Nyaman Strategis di Perbatas Jakarta Barat & Jakarta Selatan,4990000000.0,jakarta barat,kembangan,4.0,3.0,1.0,200.0,200.0,AVAILABLE,loc-405,agent-046
Dijual Rumah Baru 3. Lantai 3 Kamar Tidur di. Sawah Besar.jakarta Pusat.,869000000.0,jakarta pusat,sawah besar,3.0,2.0,1.0,24.0,68.0,SOLD,loc-306,agent-031
Rumah Tua Hitung Tanah Dekat Pusat Bisnis & ToL di Tomang Jakbar,1750000000.0,jakarta barat,grogol petamburan,2.0,1.0,1.0,89.0,80.0,AVAILABLE,loc-402,agent-006
Rumah Hook Interkon Kebun Jeruk | LT 450M² | Basement | SHM | Jalan Lebar,10800000000.0,jakarta barat,kebon jeruk,6.0,5.0,4.0,450.0,480.0,AVAILABLE,loc-404,agent-003
Dijual Rumah Golf Island Pik2 Bagus Rapih,11500000000.0,jakarta utara,penjaringan,5.0,5.0,2.0,250.0,300.0,SOLD,loc-505,agent-023
Rumah Mewah di Cempaka Putih Jakarta Pusat,11600000000.0,jakarta pusat,cempaka putih,5.0,5.0,1.0,375.0,600.0,SOLD,loc-301,agent-030
Rumah Lama Aman dan Strategis di Hoek di Kayuputih Jakarta Timur,16000000000.0,jakarta timur,pulo gadung,8.0,4.0,4.0,650.0,450.0,SOLD,loc-210,agent-016
"Dijual Murah Rumah 2,5 Lantai Camar di Sektor 3 , Bintaro",3500000000.0,jakarta selatan,pesanggrahan,5.0,5.0,3.0,250.0,280.0,SOLD,loc-108,agent-042
Dijual Rumah Town House Cosmo Park Diatas Mall Thamrin City,4200000000.0,jakarta pusat,tanah abang,3.0,3.0,2.0,130.0,260.0,AVAILABLE,loc-308,agent-013
Murah Nih Rumah Siap Huni Metland Menteng 6X15 bisa KPR Baru Renov,1200000000.0,jakarta timur,cakung,3.0,1.0,2.0,90.0,58.0,AVAILABLE,loc-201,agent-040
Rumah Baru Minimalis,2300000000.0,jakarta barat,kebon jeruk,3.0,3.0,1.0,70.0,140.0,SOLD,loc-404,agent-031
"Jarang Ada, Townhouse di Batu Permata, Pejaten Timur Dibawah Harga Pasaran !",4300000000.0,jakarta selatan,pasar minggu,6.0,6.0,4.0,216.0,250.0,AVAILABLE,loc-107,agent-020
"5 Menit ke Kampus, Ful Occupancy, Income 630 Juta/Tahun, Kost 31 Kamar Kamar Mandi Dalam Semua, Fasilitas Kamar Super Lengkap, Bangunan Besar 3½ Lantai, Lokasi Strategis Tinggal, Cocok untuk Pemilik Baru yang Cari Cashflow Aman di Grogol Jakbar",9000000000.0,jakarta barat,grogol petamburan,33.0,31.0,2.0,243.0,600.0,AVAILABLE,loc-402,agent-013
DIJUAL RUMAH DENGAN TAMAN BELAKANG LUAS DI TANJUNG BARAT,5500000000.0,jakarta selatan,jagakarsa,6.0,4.0,0.0,208.0,300.0,AVAILABLE,loc-102,agent-023
"Murah !! Rumah Sunter Dekat Mal, 2 Lantai 6X15, Jalan 3 Mobil",2400000000.0,jakarta utara,tanjung priok,4.0,4.0,1.0,90.0,150.0,AVAILABLE,loc-506,agent-033
Rumah Baru Pantai Indah Kapuk Kuningan Village 10X20 3 Kamar Tidur,7400000000.0,jakarta utara,penjaringan,4.0,4.0,2.0,200.0,220.0,AVAILABLE,loc-505,agent-029
Rumah 2 LT Siap Huni Tomang-Cocok untuk Hunian - Lokasi Strategis,2500000000.0,jakarta barat,grogol petamburan,3.0,2.0,2.0,90.0,180.0,AVAILABLE,loc-402,agent-019
"Dijual Rumah Baru 3Lt di Duri Kepa,Uk 4X15m2, Hrga Rp 2.1M.",2100000000.0,jakarta barat,kebon jeruk,4.0,4.0,1.0,60.0,140.0,SOLD,loc-404,agent-043
Hot Listing! Northbend Metland Cyber Puri - Rumah 3 Lantai Renovasi Full Dekat Tol & Mall,2950000000.0,jakarta barat,cengkareng,3.0,2.0,2.0,72.0,110.0,AVAILABLE,loc-401,agent-027
"Rumah Brand New Pondok Indah 627m², Nego",40000000000.0,jakarta selatan,kebayoran lama,7.0,9.0,5.0,627.0,1050.0,SOLD,loc-104,agent-006
Rumah 2 Lantai Pinggir Jalan Ekonomi Karanganyar,1100000000.0,jakarta pusat,sawah besar,2.0,2.0,2.0,42.0,68.0,AVAILABLE,loc-306,agent-046
Rumah Kondisi Baru Punya 2 Lantai & 3 KT Mewah Premium di Jakarta,2300000000.0,jakarta timur,cakung,3.0,3.0,2.0,84.0,87.0,AVAILABLE,loc-201,agent-006
Jual Rumah Citra 1 Bebas Banjir Ukuran 10X15,2000000000.0,jakarta barat,kalideres,3.0,2.0,0.0,150.0,150.0,AVAILABLE,loc-403,agent-043
Dijual Rumah Baru Minimalis Modern di Jl Taruna - Kemayoran Jakarta Pusat,532000000.0,jakarta pusat,kemayoran,2.0,2.0,0.0,25.0,48.0,AVAILABLE,loc-304,agent-039
"Super Mewah .. Turun Harga Dijual Cepat Rumah Mewah Minimalis Tropical Concept , Swimming Pool , Lift , Karaoke Room , Super Mewah",50000000000.0,jakarta utara,penjaringan,5.0,10.0,0.0,600.0,1500.0,AVAILABLE,loc-505,agent-033
Rumah Duta Mas Jelambar 2 Lantai Baru Renov Fully Furnished,3800000000.0,jakarta barat,grogol petamburan,3.0,6.0,2.0,140.0,259.0,AVAILABLE,loc-402,agent-010
"O Dijual Rumah Hook Kavling Dki Ukuran 10X10, Jakarta Barat",2500000000.0,jakarta barat,kembangan,3.0,4.0,2.0,100.0,120.0,AVAILABLE,loc-405,agent-029
"Rumah 1 Lantai Jl.mesjid Bendungan Hilir, Bagus Furnished",6900000000.0,jakarta pusat,tanah abang,3.0,3.0,2.0,225.0,200.0,AVAILABLE,loc-308,agent-050
"Dijual Rumah Mewah Nyaman Kelapa Gading, Jakarta Utara",8900000000.0,jakarta utara,kelapa gading,5.0,5.0,2.0,200.0,350.0,SOLD,loc-502,agent-030
Rumah Rapih Muara Karang Jalan Lebar Lantai Marmer,3100000000.0,jakarta utara,penjaringan,5.0,5.0,3.0,75.0,200.0,AVAILABLE,loc-505,agent-027
Dijual Rumah Mewah Bentuk Tanah Kotak Area Jaksel,95000000000.0,jakarta pusat,menteng,10.0,10.0,0.0,700.0,2000.0,AVAILABLE,loc-305,agent-010
Dijual Rumah Di gading Kirana Minimalis Kelapa Gading,5500000000.0,jakarta utara,kelapa gading,5.0,4.0,3.0,180.0,300.0,AVAILABLE,loc-502,agent-016
"Rumah Mewah LT 924 M2 di Menteng , Jakarta Pusat Murah",95000000000.0,jakarta pusat,menteng,5.0,5.0,8.0,924.0,900.0,AVAILABLE,loc-305,agent-038
Rumah Mewah SHM 3 Lantai Dekat Tol,1850000000.0,jakarta timur,cipayung,5.0,5.0,2.0,89.0,140.0,AVAILABLE,loc-202,agent-030
Rumah 3 Lantai Modern Jakarta Timur Dekat Toll dan Mall,2600000000.0,jakarta timur,pasar rebo,3.0,3.0,4.0,60.0,127.0,SOLD,loc-209,agent-006
Kost Kostan Dijual Benhill Jakpus 12Kama(3.3M),3300000000.0,jakarta pusat,tanah abang,12.0,7.0,1.0,114.0,187.0,AVAILABLE,loc-308,agent-042
Ana Rumah di Kav Polri Luas 3.7X15m 3Lt Bebasbanjir Jelambar - * Good- Deal !!*,1800000000.0,jakarta barat,grogol petamburan,5.0,4.0,2.0,55.0,118.0,AVAILABLE,loc-402,agent-015
Murah Rumah Dijual Cepat Rumah Gading Parkview Kelapa Gading,5800000000.0,jakarta utara,kelapa gading,5.0,4.0,0.0,180.0,180.0,SOLD,loc-502,agent-040
Rumah 2 LT Komplek Pondok Kelapa Duren Sawit Jakarta Timur,2350000000.0,jakarta timur,duren sawit,4.0,2.0,2.0,157.0,250.0,SOLD,loc-204,agent-031
Dijual Rumah Dibawah Hrg Pasaran Di Pik 2,2400000000.0,jakarta utara,penjaringan,4.0,4.0,2.0,75.0,98.0,AVAILABLE,loc-505,agent-008
Rumah Murah Luas Dan Siap Huni Di Citra 2,2800000000.0,jakarta barat,kalideres,3.0,2.0,2.0,180.0,170.0,AVAILABLE,loc-403,agent-008
Rumah Lama Dibawah NJOP Masih Layak Huni Dijual Murahcocok Buat Kantor Lokasi Radio Dalam Dekat MRT Blok M.dan Pondok Indah Mall Rumah,17000000000.0,jakarta selatan,kebayoran baru,5.0,8.0,5.0,655.0,427.0,AVAILABLE,loc-103,agent-028
Rumah Tua Hitung Tanah Pik Pinisi Lokasi Bagus Jalan 3 Mobil,13400000000.0,jakarta utara,penjaringan,1.0,1.0,0.0,536.0,450.0,AVAILABLE,loc-505,agent-027
Di Jual Rumah Di Pancoran Jakarta Selatan,10000000000.0,jakarta selatan,pancoran,1.0,1.0,0.0,828.0,469.0,AVAILABLE,loc-106,agent-028
"Dijual Rumah Cantik Siap Huni Brand New, Cempaka Putih, Jakarta",4700000000.0,jakarta pusat,cempaka putih,5.0,4.0,0.0,115.0,200.0,AVAILABLE,loc-301,agent-036
"Rumah Banting Harga di Jak Pusat, Nego Keras.",12500000000.0,jakarta pusat,sawah besar,5.0,5.0,4.0,500.0,500.0,SOLD,loc-306,agent-026
Rumah di Tomang,3200000000.0,jakarta barat,grogol petamburan,8.0,4.0,0.0,145.0,200.0,AVAILABLE,loc-402,agent-003
Rumah Cipete Desain Classic Mewah Lokasi Sangat Bagus,17000000000.0,jakarta selatan,cilandak,3.0,3.0,4.0,510.0,348.0,AVAILABLE,loc-101,agent-004
Dijual Cepat Rumah Tua Sunter Agung Barat Harga Nego Abis,1700000000.0,jakarta utara,tanjung priok,3.0,1.0,0.0,91.0,91.0,SOLD,loc-506,agent-003
Rumah di Puri Jimbaran Ancol,12500000000.0,jakarta utara,pademangan,5.0,4.0,0.0,600.0,800.0,AVAILABLE,loc-504,agent-001
"Rumah Jagakarsa Full Renov,Semi Furnish Dibawa Pasaran",1300000000.0,jakarta selatan,jagakarsa,3.0,4.0,1.0,78.0,110.0,AVAILABLE,loc-102,agent-041
Rumah 2 Lantai Dijakarta Garden City Deket Aeon Mall dan Acces Tol,1550000000.0,jakarta timur,cakung,3.0,3.0,1.0,91.0,58.0,AVAILABLE,loc-201,agent-025
Jati Indah Golf. Cinere.murah Sekali.hanya 12 Jutaan/M² Tanah+Bangunan.,9000000000.0,jakarta selatan,cilandak,4.0,3.0,6.0,715.0,350.0,SOLD,loc-101,agent-003
Rumah 90M2 Dalam Komplek Duri Kepa Dekat Tanjung Duren Jakarta Barat,2350000000.0,jakarta barat,kebon jeruk,3.0,2.0,1.0,90.0,150.0,AVAILABLE,loc-404,agent-040
Rumah Tua Dekat LRT Rawamangun Pemuda,9500000000.0,jakarta timur,pulo gadung,2.0,2.0,3.0,470.0,256.0,AVAILABLE,loc-210,agent-010
Dijual Rumah Sunter Mewah Hoek Siap Huni Fengsui Bagus Bebas Banjir,8900000000.0,jakarta utara,tanjung priok,5.0,6.0,4.0,180.0,400.0,SOLD,loc-506,agent-001
"Lokasi Pilihan, Strategis, Selangkah ke Pim, Rumah 2 Lantai",6700000000.0,jakarta selatan,kebayoran lama,4.0,4.0,2.0,160.0,200.0,AVAILABLE,loc-104,agent-043
Rumah Tua Hitung Tanah Di Rawamnagun Dalam Komplek Premium Di,6500000000.0,jakarta timur,pulo gadung,4.0,3.0,2.0,301.0,220.0,AVAILABLE,loc-210,agent-042
Rumah Super Bagus Lokasi Pramuka Jakarta Pusat,6500000000.0,jakarta pusat,johar baru,4.0,2.0,0.0,311.0,160.0,AVAILABLE,loc-303,agent-015
